text,category,stance,Lemmatization,sentiment
عااااااجل طائرة مغربية تقلع الصين لجلب لقاح سينوفارم إطار قرار المغرب تنويع مصادر جلب اللقاحات الخارج أقلعت طائرة تابعة للخطوط الملكية المغربية مطار محمد الخامس مطار بكين الدولي جلب جرعات لقاح سينوفارم المضاد لفيروس كورونا,info_news,1,"['عااااااجل', 'طئر', 'غرب', 'قلع', 'صين', 'جلب', 'لقح', 'سينوفارم', 'اطر', 'قرر', 'غرب', 'نوع', 'صدر', 'جلب', 'لقح', 'خرج', 'قلع', 'طئر', 'ابع', 'خطط', 'لكة', 'غرب', 'طار', 'حمد', 'خمس', 'طار', 'بكن', 'دول', 'جلب', 'جرع', 'لقح', 'سينوفارم', 'ضاد', 'يرس', 'كورو']",positive
مستشفى ظلم لزو اره سجلوا تطبيق صحتي للحصول لقاح_كورونا,personal,1,"['شفى', 'ظلم', 'لزو', 'اره', 'سجل', 'طبق', 'صحت', 'حصل', 'لقاح_كورو']",positive
رويترز نقلا وكالة أنباء البحرين البحرين تقر لقاح أوكسفورد أسترازينيكا المضاد لكورونا للاستخدام الطارئ,info_news,1,"['رويترز', 'نقل', 'وكل', 'باء', 'بحر', 'بحر', 'تقر', 'لقح', 'اوكسفورد', 'استرازينيكا', 'ضاد', 'كورو', 'خدم', 'طرئ']",positive
المجر دوله اوروبيه تجيز استخدام لقاح سبوتنك الروسي,info_news,1,"['مجر', 'دول', 'ورب', 'تجز', 'خدم', 'لقح', 'سبت', 'روس']",positive
يارب زيادة عافيته ودوام صحته وطولا مره استودعناه الله اذى الملك_يتلقي_لقاح_كورونا,celebrity,1,"['يرب', 'زيد', 'عفي', 'دوم', 'صحت', 'وطل', 'مره', 'استودعناه', 'الل', 'اذى', 'ملك_يتلقي_لقاح_كورو']",positive
الدكتور منصف_السلاوي كبير مستشاري البرنامج الأمريكي لتطوير لقاح ضد كوفيد_ أعتز بجذوري كعربي ومغربي ومسلم وأتمنى أساعد العالم العربي مجالات البحث العلمي,info_news,1,"['دكتور', 'منصف_السلاوي', 'كبر', 'شار', 'رنمج', 'امر', 'طور', 'لقح', 'ضد', 'كوفيد_', 'عتز', 'جذر', 'كعرب', 'غرب', 'سلم', 'أتمنى', 'سعد', 'علم', 'عرب', 'جال', 'بحث', 'علم']",positive
خبر جديد تعترف إدارة بايدن بأن العقل المدبر لأحداث خالد شيخ محمد أولوية وأهمية معظم الأمريكيين ديلي ميل خالد شيخ محمد ومعتقلي الإرهاب الآخرين غوانتاناموا سيحصلون لقاح كورونا الأسبوع المقبل غيرهم,info_news,1,"['خبر', 'جدد', 'عرف', 'درة', 'بيد', 'بأن', 'عقل', 'دبر', 'أحداث', 'خلد', 'شيخ', 'حمد', 'ولو', 'أهم', 'عظم', 'امر', 'ديل', 'ميل', 'خلد', 'شيخ', 'حمد', 'عقل', 'رهب', 'اخر', 'غوانتانام', 'حصل', 'لقح', 'كورو', 'سبع', 'قبل', 'غير']",positive
السعودية تبحث سبل توفير لقاح فيروس_كورونا لشعب اليمن نظري أنها يجب تبحث سبل وقف الحرب اليمن والمستمرة عام أولا لأن المرض والفقر والمجاعة والتهجير والخوف والشتات والدم سببهم الحرب وليس كوفيد يكون لقاحه الحقيقي استقرار اليمن أولا وأخيرا,plan,1,"['سعد', 'بحث', 'سبل', 'وفر', 'لقح', 'فيروس_كورو', 'شعب', 'يمن', 'نظر', 'انه', 'يجب', 'بحث', 'سبل', 'وقف', 'حرب', 'يمن', 'مرة', 'عام', 'اول', 'لأن', 'مرض', 'فقر', 'جاع', 'هجر', 'خوف', 'شتت', 'لدم', 'سبب', 'حرب', 'وليس', 'كوفيد', 'يكون', 'لقح', 'حقق', 'قرر', 'يمن', 'اول', 'أخر']",positive
حصلت قليل تطعيم كوڤيد تنظيم ومهنية عالية يعحز اللسان شكر ولاة أمرنا وحكومتنا ممثلة منسوبي وزارة الصحة دم للمواطن والمقيم الحمدلله نعمة السعودية العظمى,personal,1,"['حصل', 'قلل', 'طعم', 'كوڤيد', 'نظم', 'ومه', 'علي', 'عحز', 'لسن', 'شكر', 'ولة', 'امر', 'حكم', 'مثل', 'نسب', 'وزر', 'صحة', 'دم', 'وطن', 'قيم', 'حمدلل', 'نعم', 'سعد', 'عظمى']",positive
الإمارات تتخطـى حاجز المليون جرعة لقاح كورونا الإمارات_اليوم,plan,1,"['امر', 'خطـى', 'حجز', 'ملي', 'جرع', 'لقح', 'كورو', 'امارات_اليوم']",positive
الحمد لله تلقيت الجرعة الاولى لقاح كوفيد_ بمركز جدة عظيم الشكر وفائق الامتنان لمولاي خادم_الحرمين_الشريفين وسمو سيدي ولي_العهد وضعا صحة وسلامة المواطن والمقيم إعتبار والشكر موصول تنظيم رائع وترتيب متقن وشبابنا مصدر فخرنا وإعتزازنا,personal,1,"['حمد', 'لله', 'لقت', 'جرع', 'ولى', 'لقح', 'كوفيد_', 'ركز', 'جدة', 'عظم', 'شكر', 'وفق', 'امت', 'لمل', 'خادم_الحرمين_الشريف', 'سمو', 'سيد', 'ولي_العهد', 'وضع', 'صحة', 'سلم', 'وطن', 'قيم', 'عبر', 'شكر', 'وصل', 'نظم', 'رئع', 'ريب', 'تقن', 'شبب', 'صدر', 'فخر', 'إعتزاز']",positive
كثير يسألون فايروس منتشر هالكلام مافي الأمر الطاعون وبالاجواء انخفاض الحرارة وزيادة الرطوبة طبيعي ينتشر ماينتشر بالجو ينتقل طريق الاسطح والادوات الملوثة اذا انت مطعم قطك تطعيم الرباعي الثلاثي معليك خوف شاء الله قطط_الرياض قطط,info_news,1,"['كثر', 'سأل', 'يرس', 'نشر', 'هالكلام', 'افي', 'امر', 'طاع', 'وبالاجواء', 'خفض', 'حرر', 'زيد', 'رطب', 'طبع', 'نشر', 'ماينتشر', 'لجو', 'نقل', 'طرق', 'سطح', 'ادو', 'لوث', 'اذا', 'انت', 'طعم', 'قطك', 'طعم', 'ربع', 'ثلث', 'علك', 'خوف', 'شاء', 'الل', 'قطط_الرياض', 'قطط']",positive
مشاهير الفن والسياسة لبنان يتباهون التلقيح ضد كورونا مواقع التواص بعرض الألبسة والسيارات وحياة الرفاهية ويرسلون يصورهم وصولهم ومغادرتهم المراكز الطبية وتناسوا ان الشعب اللبناني يموت الطرقات وابواب المستشفيات بدكم لقاح ضد المرض_النفسي مش ضد,personal,1,"['مشاهير', 'الف', 'سيس', 'لبن', 'يتب', 'لقح', 'ضد', 'كورو', 'وقع', 'توص', 'عرض', 'لبس', 'سير', 'وحا', 'رفه', 'رسل', 'يصر', 'وصل', 'غدر', 'ركز', 'طبة', 'تنس', 'ان', 'شعب', 'لبن', 'يمت', 'طرق', 'بوب', 'شفي', 'دكم', 'لقح', 'ضد', 'مرض_النفسي', 'مش', 'ضد']",positive
أسئلة طبية لبرنامج أنا_هيك يمكن للتافهين اللقاح الفرق بن لقاح الوليد الحل اني لقاح أنابيلا هلال رد فعل اللقاح لمن لديهم حساسية إعلاميين نيشان دواء أدوية طوني خليفة الأسرع للشفاء الكورونا شكرا,others,0,"['سئل', 'طبة', 'رنمج', 'ن_ه', 'يمكن', 'تفه', 'لقح', 'فرق', 'بن', 'لقح', 'ولد', 'لحل', 'اني', 'لقح', 'ابل', 'هلل', 'رد', 'فعل', 'لقح', 'لمن', 'لدي', 'حسس', 'علم', 'نيش', 'دوء', 'دوي', 'طون', 'خلف', 'سرع', 'شفء', 'كورو', 'شكر']",neutral
صور وزير_التعليم وعدد مسؤولي الوزارة يتلقون الجرعة الأولى لقاح_كورونا,celebrity,1,"['صور', 'وزير_التعليم', 'عدد', 'سؤل', 'وزر', 'تلق', 'جرع', 'ولى', 'لقاح_كورو']",positive
عاجل أردوغان عامل القطاع الصحي تلقوا جرعتهم الأولى لقاح كورونا وأنا بدوري انضممت إليهم وتلقيت التطعيم,celebrity,1,"['عجل', 'ردغ', 'عمل', 'قطع', 'صحي', 'تلق', 'جرع', 'ولى', 'لقح', 'كورو', 'وأن', 'بدر', 'ضمم', 'الي', 'تلق', 'طعم']",positive
المغرب وصول الدفعة الأولى لقاح سينوفارم الصيني المضاد لكورونا,info_news,1,"['غرب', 'وصل', 'دفع', 'ولى', 'لقح', 'سينوفارم', 'صين', 'ضاد', 'كورو']",positive
بفضل الله وحمده حصلت المساء الجرعة الثانية لقاح_كورونا بمركز المعارض جهد كبير ومنظم الرغم تزايد الاعداد وفق الله سعى ووفره ونظمه نفع الله شكري حسن القحطاني لطفه وتعامله,personal,1,"['فضل', 'الل', 'حمد', 'حصل', 'ساء', 'جرع', 'ثني', 'لقاح_كورو', 'ركز', 'عرض', 'جهد', 'كبر', 'نظم', 'رغم', 'زيد', 'عدد', 'وفق', 'الل', 'سعى', 'وفر', 'نظم', 'نفع', 'الل', 'شكر', 'حسن', 'قحط', 'لطف', 'عمل']",positive
مختبر بايونتيك لقاح_فايزر بايونتيك فعال ضد سلالة كورونا الجديدة بريطانيا وجنوب أفريقيا لقاح_كورونا عاجل هنا_المملكة,info_news,1,"['خبر', 'بايونتيك', 'لقاح_فايزر', 'بايونتيك', 'فعل', 'ضد', 'سلل', 'كورو', 'جدد', 'برط', 'جنب', 'فرق', 'لقاح_كورو', 'عجل', 'هنا_المملكة']",positive
ثبت تحقيق وزارة الصحة قصة الحلاق الأجنبى الذى تقدم شيباننا وعواجزنا ومرضانا وأطبائنا وأصحاب المواعيد فى تلقى لقاح كرونا كاذبة ومفتعلة لكسب متابعين وإفشاء لخطاب عنصرى بغيض سنكتفى بالقول لمطلق الكذبة عيب ولاتكررها,info_news,1,"['ثبت', 'حقق', 'وزر', 'صحة', 'قصة', 'حلق', 'جنبى', 'الذى', 'قدم', 'شيب', 'عجز', 'مرض', 'أطبائ', 'أصحاب', 'مواعيد', 'فى', 'لقى', 'لقح', 'كرو', 'كذب', 'فعل', 'كسب', 'تبع', 'إفشاء', 'خطب', 'عنصرى', 'بغض', 'كتفى', 'قول', 'طلق', 'كذب', 'عيب', 'كرر']",positive
منظمة الصحة العالمية تدعو عدم تسييس لقاح كورونا,info_news,1,"['نظم', 'صحة', 'علم', 'دعو', 'عدم', 'سيس', 'لقح', 'كورو']",positive
نجح الرئيس سعد الدين رفيق الحريري بتأمين لقاح دولة الإمارات العربي المتحدة للشعب اللبناني تقد للطواقم الطبي والأكثر حاجة اللبنانيين مجانا المتوق تصل هذة الجرعات وصول اللقاح لوزارة الصح شكرا سعد_الحريري الهذيان_العوني,plan,1,"['نجح', 'رئس', 'سعد', 'دين', 'رفق', 'حرر', 'تأم', 'لقح', 'دول', 'امر', 'عرب', 'تحد', 'شعب', 'لبن', 'تقد', 'طقم', 'طبي', 'كثر', 'حجة', 'لبن', 'مجا', 'توق', 'تصل', 'هذة', 'جرع', 'وصل', 'لقح', 'وزر', 'لصح', 'شكر', 'سعد_الحريري', 'هذيان_العو']",positive
صورة تاريخية عبدالمنعم سليم مصري يتلقى لقاح كورونا رسميا,celebrity,1,"['صور', 'ارخ', 'عبدالمنعم', 'سلم', 'صري', 'لقى', 'لقح', 'كورو', 'رسم']",positive
المتسكع توجه شرقا شفت طيب اذا ايران بعتتلنا مليون لقاح مرات الشعب اللبناني شو اولك بتقول اتحفنا فروسا وحياة الرب كتير بضحكني ومهضوم,info_news,1,"['تسكع', 'توج', 'شرق', 'شفت', 'طيب', 'اذا', 'اير', 'عتتل', 'ملي', 'لقح', 'رات', 'شعب', 'لبن', 'شو', 'اول', 'تقل', 'تحف', 'فرس', 'وحا', 'لرب', 'كتر', 'بضح', 'هضم']",positive
عاجل بشرى سارة للبنانيين لقاح كورونا الايراني يحظى باعلى المواصفات العالمية,info_news,1,"['عجل', 'شرى', 'سرة', 'بنن', 'لقح', 'كورو', 'اير', 'حظى', 'على', 'وصف', 'علم']",positive
مسؤول ملف كورونا الدكتور وائل الهياجنة مطعوم كورونا متوفر المستشفيات الخاصة لأن الدولة مسؤولة تأمينه للكوادر الطبية والمواطنين بشكل مجاني,plan,1,"['سؤل', 'ملف', 'كورو', 'دكتور', 'وئل', 'هيج', 'طعم', 'كورو', 'توفر', 'شفي', 'خصة', 'لأن', 'دول', 'سؤل', 'أمن', 'كدر', 'طبة', 'وطن', 'شكل', 'مجا']",positive
يعني حضرتك عم تحط اللوم انه صرح هيك تصريح شو مستنظر بلد بيعتبرها عدو بيوثق صفر بالمية بدك يأمن يخود لقاحات معروف شو ممكن تبعتلهم بالله تغريدتك اسمها تنظير مش بمحله لأن دولة عظمى متل دولتهم حقها ترفض اكيد وعندها القدرة تعمل لقاح فعال قريبا,personal,1,"['يعن', 'حضر', 'عم', 'تحط', 'لوم', 'انه', 'صرح', 'هيك', 'صرح', 'شو', 'نظر', 'بلد', 'عبر', 'عدو', 'وثق', 'صفر', 'مية', 'بدك', 'يأم', 'يخد', 'لقح', 'عرف', 'شو', 'مكن', 'عتل', 'بلل', 'غرد', 'اسم', 'نظر', 'مش', 'محل', 'لأن', 'دول', 'عظمى', 'متل', 'دول', 'حقه', 'رفض', 'اكد', 'عند', 'قدر', 'عمل', 'لقح', 'فعل', 'قرب']",positive
وسائل إعلام صينية حكومية لقاح سينوفارم آمن القص الفئة العمرية أعوام عاما لقاح_كورونا فيروس_كورونا هنا_المملكة,info_news,1,"['وسل', 'علم', 'صين', 'حكم', 'لقح', 'سينوفارم', 'امن', 'لقص', 'فئة', 'عمر', 'عوم', 'عما', 'لقاح_كورو', 'فيروس_كورو', 'هنا_المملكة']",positive
زعيمك اخذ طعم الكورونا بر لكشك هر مصرياته لبرا لكشك حق وبالإنتخابات الجاي حق لقاح صيني غنم,personal,0,"['زعم', 'اخذ', 'طعم', 'كورو', 'بر', 'لكش', 'هر', 'صرا', 'لبر', 'لكش', 'حق', 'وبالإنتخاب', 'جاي', 'حق', 'لقح', 'صين', 'غنم']",neutral
برنامج الإمارات تعتزم تطعيم نصف سكانها نهاية المقبل والضجة الإعلامية والتقارير وسائل التواصل الاجتماعي تحديدا القادمة بريطانيا تحاول رسم صورة قاتمة الوضع حول كوفيد دبي الحقائق الأرض مختلفة وهناك إجراءات مشددة لضمان صحة المجتمع,unrelated,1,"['رنمج', 'امر', 'عزم', 'طعم', 'نصف', 'سكن', 'نهي', 'قبل', 'ضجة', 'علم', 'قرر', 'وسل', 'وصل', 'جمع', 'حدد', 'قدم', 'برط', 'حول', 'رسم', 'صور', 'قتم', 'وضع', 'حول', 'كوفيد', 'دبي', 'حقق', 'ارض', 'خلف', 'وهن', 'جرء', 'شدد', 'لضم', 'صحة', 'جمع']",positive
