id,text,stance,predictions
1103,ماذا قال وزير الصحة الجزائري عن تقاسم لقاح كورونا مع تونس,0,neutral
1104,الملكة إليزابيث والأمير فيليب يتلقيان لقاح كورونا,0,neutral
1105,متحدث الصحة مئات الملايين في العالم يأخذون لقاح كورونا ويكسبون المناعة وأصحاب الشائعات لازالوا يروجون لخلطاتهم,-1,negative
1106,ديلى ميل اختبار لقاح لـ فيروس_كورونا عن طريق بخاخ_الانف بفعالية أكبر من الحقن لقاح_كورونا للتفاصيل,0,neutral
1107,تعالوا نتعرف على إشاعات لقاح_كورونا ونتعرف على أهمية اللقاحات بشكل عام وعن لقاح_كوفيد_ بشكل خاص يوم الأربعاء القادم الساعة مساء بتوقيت السعودية التسجيل شكرا للمنظمين لقاح كورونا فيروس_كورونا لقاح_كورونا_بالمملكة,1,positive
1108,الصحة الإسرائيلية شخصا أصيبوا بشلل خفيف في الوجه بعد تلقيهم لقاح كورونا,-1,negative
1109,عاجل فرانس برس ست دول أوروبية تعرب عن قلق بالغ لتأخر تسليم لقاح فايزر,-1,negative
1110,ماذا قال السفير الأمريكي في السعودية بعد تلقيه جرعة لقاح_كوفيد_,-1,negative
1111,إطلع وضح يا مين مأخر وصول فايزر و مودرنا و مين مانع نجيب غيرهم لأنه هلق في اصوات حتبلش تتهمك و تتهم الجهة لي انت بتمثلها بالتأخير معلوماتي كارتيل_الأدوية مانع اي لقاح غير فايزر و مودرنا و ثلاث نقاط ليش مستشارينك بيعرفوا ليه مش اكسفورد ليه مش الصيني مش الروسي,-1,negative
1112,لحظة تحولي الى سلحفات بعد تلقي لقاح فايزر,0,neutral
1113,علمتنا التجربة أن إيران التي كسرت شوكة المعتدين في حصار خانق من قبل اعدائها تتمكن من صنع لقاح كورونا ولو كره المنافقون لقاح_آمن,-1,negative
1114,من نيجيريا الى العراق و ليبيا و ايران ودول كثيرة التجارب مع الشركات المدعومة حكوميا في الغرب وثقت حدوث آلاف الوفيات سواء بالدم الملوث أو التجارب التي قامت بها هذه الشركات لقاح_آمن كورونا,-1,negative
1115,صندوق تحيا مصر يخصص حساب ا لتلقي تبرعات من أجل توفير لقاح كورونا لغير القادرين تحت شعار نتشارك من أجل الإنسانية,1,positive
1116,الى من اخذ الجرعة الاولى من لقاح كوفيد فايزر الجرعة الاولى لاتعنى حمايتك من العدوى تماما ولا حتى بل يعنى انك اقل مرضا مع نفس نسبة الحصول على عدوى حتى تحصل على حماية من العدوى والاعراض يجب الحصول على الجرعة الثانية والانتظار بعدها اسبوعين كحد ادنى د دانيل چرڤين,0,neutral
1117,لقاح_آمن مجنون يحكي وعاقل يفهم دولة كأميركا لا تريد بنا خيرا تسعى لدمارنا لاحتلالنا لاستعمارنا لمحونا من الوجود فهل يكون اللقاح الذي تنتجه آمنا,-1,negative
1118,بينما تأمل البشرية في الحصول على لقاح ضد كورونا فإن استطلاع رأي عالمي كشف أن مشاعر الريبة إزاء اللقاحات التي تنتجها الصين وروسيا تفوق مخاوفهم من نظيرتها المصنوعة بألمانيا أو الولايات المتحدة اندبندنت_عربية_تغنيك,-1,negative
1119,ما سبب الإصرار على اللقاح الأمريكي مع وجود مصادر أكثر أمانا نريد_لقاح_آمن,0,neutral
1120,المانيا تأكد حجزها ل مليون جرعة لقاح من بيونتيك وكيورفاك كلتا الشركتين المانيتين الاتحاد الاوروبي منزعج بسبب الامر لانه يوجد اتفاق على الحصص من سبق لبق والأزمة في اوروبا شديدة كيورفاك سيكون لقاحها الافضل كما ذكرت سابقا قطر لديها مساهمة مالية في كيورفاك مليون,-1,negative
1121,وزير الاتصال وصول دفعة أخرى من لقاح كورونا يوم الأحد المقبل وهو من نوع اوكسفورد استرازنيكا البريطاني,0,neutral
1122,الإمارات تقدم جرعة من لقاح فيروس كورونا خلال الـ ساعة الماضية,0,neutral
1123,نجل وزير_الصحه كريم أصيب بالكورونا أيضا ونقل إلى المستشفى بعد اشتداد العوارض أم ا نجل الفنان أدناه يأخذ لقاح كورونا في دبي من بعد ما تسبب هو والسيد الوالد بإصابة الشعب اللبناني في حفلة ليلة رأس السنة بلبنان_في_نجل_بسمنة_ونجل_بزيت,-1,negative
1124,أجـــــر و ع اف ي ــــة بح ـفــــــظ الل ه خادم_الحرمين_الشريفين الملك_يتلقي_لقاح_كورونا الملك_سلمان الملك_سلمان_بن_عبدالعزيز,1,positive
1125,الأمير مقرن_بن_عبدالعزيز متحدثا عن تجربته بعد تلقيه لقاح كورونا ما شاهدته فخر لـ المملكة,1,positive
1126,أمير المنطقة الشرقية يتلقى الجرعة الثانية من لقاح فيروس كورونا,0,neutral
1127,في مشهد يدعو للفخر تلق ى أحد المواطنين صباح اليوم الجرعة الثانية من لقاح_كورونا من ابنته الطبيبة ابطال_الصحة,1,positive
1128,لن نثق بمن جعل وسيجعل مرضانا مختبرا لأدويته لقاح_آمن,0,neutral
1129,عاجل متحدث وزارة الصحة أكثر من مليون شخص سجلوا حتى الآن عبر تطبيق صحتي للحصول على لقاح كورونا السعودية,0,neutral
1130,المغرب يتوصل بأول دفعة من لقاح سينوفارم الصيني للتطعيم ضد وباء كوفيد_,0,neutral
1131,نجاح أول لقاح سعودي مضاد لـ كورونا في جامعة الإمام عبدالرحمن بن فيصل حفظ الله المملكة العربية السعودية الشقيقة قيادة وشعبا من كل مكروه وسوء يارب العالمين,1,positive
1132,خامنئي في موقف محرج سببه خبر وصورة على وكالة فارس لمطور لقاح منعه العربية,-1,negative
1133,تخطط شركتا و لتقديم ملياري جرعة لقاح ضد فيروس كوفيد على مستوى العالم خلال عام بزيادة قدرها مليون جرعة اضافية عما خطط له سابقا ومقداره مليار جرعة,1,positive
1134,معهد فينلاي في كوبا اعتبر أن التآزر مع إيران سيمكن البلدين من التقدم بسرعة أكبر فيما يتعلق بالتطعيم ضد كورونا,1,positive
