text,category,stance,sentiment,words,errors,errors_count,sentence_length
الصحة الألماني نتوقع إقرار الاتحاد الأوروبي لاستخدام لقاح أسترازينيكا ضد كورونا يوم الجمعة,info_news,1,positive,"['الصحة', 'الألماني', 'نتوقع', 'إقرار', 'الاتحاد', 'الأوروبي', 'لاستخدام', 'لقاح', 'أسترازينيكا', 'ضد', 'كورونا', 'يوم', 'الجمعة']","{'أسترازينيكا', 'كورونا', 'يوم', 'الجمعة', 'الأوروبي', 'لقاح', 'الصحة', 'الألماني', 'لاستخدام', 'ضد', 'نتوقع', 'الاتحاد', 'إقرار'}",13,90
شركة  تسجيل تجربة لقاح ضد فيروس كورونا للأطفال تتراوح أعمارهم عاما ,info_news,1,positive,"['شركة', 'تسجيل', 'تجربة', 'لقاح', 'ضد', 'فيروس', 'كورونا', 'للأطفال', 'تتراوح', 'أعمارهم', 'عاما']","{'كورونا', 'لقاح', 'أعمارهم', 'عاما', 'تجربة', 'تسجيل', 'فيروس', 'ضد', 'للأطفال', 'تتراوح', 'شركة'}",11,67
رئيس لجنة الصح النيابية عاصم عراجي ملايين لقاح فايزر الكوفيكس ستوز مجانا المواطننين لبنان لبنان,info_news,1,positive,"['رئيس', 'لجنة', 'الصح', 'النيابية', 'عاصم', 'عراجي', 'ملايين', 'لقاح', 'فايزر', 'الكوفيكس', 'ستوز', 'مجانا', 'المواطننين', 'لبنان', 'لبنان']","{'مجانا', 'المواطننين', 'عراجي', 'رئيس', 'لقاح', 'ملايين', 'لجنة', 'فايزر', 'الكوفيكس', 'عاصم', 'الصح', 'النيابية', 'ستوز', 'لبنان'}",14,95
لقاح جرعة واحدة يظهر قريبا وآخر طريق الأنف وكل يسعى للقاح سيحصل داعي للذعر,info_news,1,positive,"['لقاح', 'جرعة', 'واحدة', 'يظهر', 'قريبا', 'وآخر', 'طريق', 'الأنف', 'وكل', 'يسعى', 'للقاح', 'سيحصل', 'داعي', 'للذعر']","{'للذعر', 'قريبا', 'لقاح', 'سيحصل', 'وكل', 'جرعة', 'داعي', 'الأنف', 'واحدة', 'وآخر', 'للقاح', 'طريق', 'يظهر', 'يسعى'}",14,74
  سيدي خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز حفظه الله يتلقى الجرعة الأولى لقاح كوفيد,celebrity,1,positive,"['سيدي', 'خادم', 'الحرمين', 'الشريفين', 'الملك', 'سلمان', 'بن', 'عبدالعزيز', 'حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كوفيد']","{'الله', 'الحرمين', 'الأولى', 'لقاح', 'الشريفين', 'عبدالعزيز', 'كوفيد', 'سلمان', 'حفظه', 'الملك', 'خادم', 'الجرعة', 'بن', 'سيدي', 'يتلقى'}",15,94
   مواطن سعودي يحضر لأخذ جرعة لقاح فيروس وابنته تقوم بذلك  ,others,1,positive,"['مواطن', 'سعودي', 'يحضر', 'لأخذ', 'جرعة', 'لقاح', 'فيروس', 'وابنته', 'تقوم', 'بذلك']","{'تقوم', 'لأخذ', 'مواطن', 'لقاح', 'جرعة', 'سعودي', 'وابنته', 'بذلك', 'فيروس', 'يحضر'}",10,59
تخصيص مليار مليون لـ لشراء لقاح,info_news,1,positive,"['تخصيص', 'مليار', 'مليون', 'لـ', 'لشراء', 'لقاح']","{'لقاح', 'مليار', 'مليون', 'تخصيص', 'لـ', 'لشراء'}",6,31
وزير الصحة يتلقى الجرعة الثانية لقاح,celebrity,1,positive,"['وزير', 'الصحة', 'يتلقى', 'الجرعة', 'الثانية', 'لقاح']","{'لقاح', 'الثانية', 'الصحة', 'وزير', 'الجرعة', 'يتلقى'}",6,36
تم بحمد الله تلقي الجرعه الثانيه  لقاح كوڤيد الشكر لوزارة الصحه والداخليه وحفظ الله الكويت مكروه,info_news,1,positive,"['تم', 'بحمد', 'الله', 'تلقي', 'الجرعه', 'الثانيه', 'لقاح', 'كوڤيد', 'الشكر', 'لوزارة', 'الصحه', 'والداخليه', 'وحفظ', 'الله', 'الكويت', 'مكروه']","{'والداخليه', 'الله', 'وحفظ', 'مكروه', 'بحمد', 'لقاح', 'الشكر', 'كوڤيد', 'الصحه', 'الكويت', 'تلقي', 'الثانيه', 'لوزارة', 'الجرعه', 'تم'}",15,96
الاتحاد الاوروبي يتخذ قرارا بمنع تصدير لقاح كورونا الى دول اوروبية  مبروك علينا تفاح فرنسا هههه,plan,0,neutral,"['الاتحاد', 'الاوروبي', 'يتخذ', 'قرارا', 'بمنع', 'تصدير', 'لقاح', 'كورونا', 'الى', 'دول', 'اوروبية', 'مبروك', 'علينا', 'تفاح', 'فرنسا', 'هههه']","{'كورونا', 'يتخذ', 'تصدير', 'دول', 'اوروبية', 'لقاح', 'مبروك', 'تفاح', 'بمنع', 'قرارا', 'علينا', 'الاوروبي', 'فرنسا', 'الاتحاد', 'الى', 'هههه'}",16,95
والله ابو نوره ماقصر عطانه زبدة لقاح كورونا,personal,1,positive,"['والله', 'ابو', 'نوره', 'ماقصر', 'عطانه', 'زبدة', 'لقاح', 'كورونا']","{'كورونا', 'لقاح', 'ماقصر', 'نوره', 'والله', 'ابو', 'زبدة', 'عطانه'}",8,43
إسطنبول وصول الدفعة الثانية لقاح كورونا الصيني   رابط بديل,info_news,1,positive,"['إسطنبول', 'وصول', 'الدفعة', 'الثانية', 'لقاح', 'كورونا', 'الصيني', 'رابط', 'بديل']","{'كورونا', 'الدفعة', 'لقاح', 'الثانية', 'رابط', 'إسطنبول', 'بديل', 'وصول', 'الصيني'}",9,58
خادم الحرمين الشريفين تلقى الجرعة الأولى لقاح,celebrity,1,positive,"['خادم', 'الحرمين', 'الشريفين', 'تلقى', 'الجرعة', 'الأولى', 'لقاح']","{'الحرمين', 'الأولى', 'لقاح', 'الشريفين', 'تلقى', 'خادم', 'الجرعة'}",7,45
 اقترحنا الجزائر مساعدتها إنتاج لقاح محليا  ,info_news,1,positive,"['اقترحنا', 'الجزائر', 'مساعدتها', 'إنتاج', 'لقاح', 'محليا']","{'لقاح', 'الجزائر', 'اقترحنا', 'محليا', 'مساعدتها', 'إنتاج'}",6,44
متحدث وزارة الصحة   المشككون كانوا ينشرون خلطات علاجها بداية الجائحة  ,info_news,1,positive,"['متحدث', 'وزارة', 'الصحة', 'المشككون', 'كانوا', 'ينشرون', 'خلطات', 'علاجها', 'بداية', 'الجائحة']","{'ينشرون', 'الجائحة', 'وزارة', 'الصحة', 'كانوا', 'علاجها', 'المشككون', 'متحدث', 'خلطات', 'بداية'}",10,70
فحوص مختبرية تظهر لقاح فايزر بيونتيك سيقي سلالة الجديدة المكتشفة  ,info_news,1,positive,"['فحوص', 'مختبرية', 'تظهر', 'لقاح', 'فايزر', 'بيونتيك', 'سيقي', 'سلالة', 'الجديدة', 'المكتشفة']","{'تظهر', 'سيقي', 'لقاح', 'فحوص', 'الجديدة', 'بيونتيك', 'المكتشفة', 'فايزر', 'سلالة', 'مختبرية'}",10,66
الصحة العالمية تحصل مليون جرعة لقاح  لبرنامج كوفاكس  ,info_news,1,positive,"['الصحة', 'العالمية', 'تحصل', 'مليون', 'جرعة', 'لقاح', 'لبرنامج', 'كوفاكس']","{'العالمية', 'لقاح', 'الصحة', 'مليون', 'جرعة', 'لبرنامج', 'كوفاكس', 'تحصل'}",8,53
الرئيس الإندونيسي يتلقى جرعة لقاح صيني مضاد لفيروس الجديد ,info_news,1,positive,"['الرئيس', 'الإندونيسي', 'يتلقى', 'جرعة', 'لقاح', 'صيني', 'مضاد', 'لفيروس', 'الجديد']","{'لفيروس', 'لقاح', 'الرئيس', 'صيني', 'الجديد', 'جرعة', 'الإندونيسي', 'مضاد', 'يتلقى'}",9,58
وزير الأوقاف يجوز إخراج الزكاة لتوفير لقاح فيروس كورونا للفقراء ,info_news,1,positive,"['وزير', 'الأوقاف', 'يجوز', 'إخراج', 'الزكاة', 'لتوفير', 'لقاح', 'فيروس', 'كورونا', 'للفقراء']","{'كورونا', 'إخراج', 'لقاح', 'يجوز', 'الزكاة', 'وزير', 'فيروس', 'للفقراء', 'الأوقاف', 'لتوفير'}",10,64
اليوم انطلاق تقديم لقاح فيروس كورونا المدينة المنورة  ,info_news,1,positive,"['اليوم', 'انطلاق', 'تقديم', 'لقاح', 'فيروس', 'كورونا', 'المدينة', 'المنورة']","{'كورونا', 'اليوم', 'لقاح', 'انطلاق', 'تقديم', 'المدينة', 'فيروس', 'المنورة'}",8,54
شركة فايزر تؤكد لـ أنها ستسلم الجرعات المتوقعة الربع الأول مقرر  ,info_news,1,positive,"['شركة', 'فايزر', 'تؤكد', 'لـ', 'أنها', 'ستسلم', 'الجرعات', 'المتوقعة', 'الربع', 'الأول', 'مقرر']","{'الربع', 'الجرعات', 'الأول', 'فايزر', 'أنها', 'ستسلم', 'المتوقعة', 'تؤكد', 'لـ', 'مقرر', 'شركة'}",11,65
مقطع فيديو متداول المغردين لأب تلقى جرعة لقاح يد إبنته وعبر مشاعره بعفويه ,info_news,1,positive,"['مقطع', 'فيديو', 'متداول', 'المغردين', 'لأب', 'تلقى', 'جرعة', 'لقاح', 'يد', 'إبنته', 'وعبر', 'مشاعره', 'بعفويه']","{'مشاعره', 'متداول', 'يد', 'لقاح', 'مقطع', 'فيديو', 'جرعة', 'وعبر', 'تلقى', 'لأب', 'إبنته', 'المغردين', 'بعفويه'}",13,74
الجرعة الثانية لقاح كورونا   منو يبي الباسوورد,info_news,1,positive,"['الجرعة', 'الثانية', 'لقاح', 'كورونا', 'منو', 'يبي', 'الباسوورد']","{'كورونا', 'منو', 'الباسوورد', 'يبي', 'لقاح', 'الثانية', 'الجرعة'}",7,46
بأس ياسيد المجد  سيدي سلمان بن عبدالعزيز  أسال الله بأن يحفظك بحفظه  الأمة الشعب,celebrity,1,positive,"['بأس', 'ياسيد', 'المجد', 'سيدي', 'سلمان', 'بن', 'عبدالعزيز', 'أسال', 'الله', 'بأن', 'يحفظك', 'بحفظه', 'الأمة', 'الشعب']","{'بأس', 'الله', 'الأمة', 'أسال', 'عبدالعزيز', 'بأن', 'سلمان', 'الشعب', 'ياسيد', 'بحفظه', 'يحفظك', 'بن', 'سيدي', 'المجد'}",14,80
لقاح الكورونا تم تصنيعه داخل البلد مدعاة اعتزاز وافتخار للبلد   الإمام الخامنئي  ,personal,1,positive,"['لقاح', 'الكورونا', 'تم', 'تصنيعه', 'داخل', 'البلد', 'مدعاة', 'اعتزاز', 'وافتخار', 'للبلد', 'الإمام', 'الخامنئي']","{'داخل', 'الخامنئي', 'لقاح', 'اعتزاز', 'وافتخار', 'مدعاة', 'الإمام', 'البلد', 'للبلد', 'تصنيعه', 'الكورونا', 'تم'}",12,81
اسبوع صفقة ادوية جديدة واصلة لبنان لقاح,info_news,1,positive,"['اسبوع', 'صفقة', 'ادوية', 'جديدة', 'واصلة', 'لبنان', 'لقاح']","{'لقاح', 'واصلة', 'جديدة', 'اسبوع', 'صفقة', 'ادوية', 'لبنان'}",7,39
فضيلة الشيخ عبدالله الطيار  عضو الإفتاء بمنطقة  التشكيك لقاح كورونا,info_news,-1,negative,"['فضيلة', 'الشيخ', 'عبدالله', 'الطيار', 'عضو', 'الإفتاء', 'بمنطقة', 'التشكيك', 'لقاح', 'كورونا']","{'كورونا', 'الإفتاء', 'الطيار', 'الشيخ', 'لقاح', 'فضيلة', 'عبدالله', 'بمنطقة', 'التشكيك', 'عضو'}",10,67
وزارة الصحة الأميركية ملايين شخص حصلوا الجرعة الأولى لقاح كورونا,info_news,1,positive,"['وزارة', 'الصحة', 'الأميركية', 'ملايين', 'شخص', 'حصلوا', 'الجرعة', 'الأولى', 'لقاح', 'كورونا']","{'شخص', 'كورونا', 'الأولى', 'حصلوا', 'لقاح', 'وزارة', 'الصحة', 'ملايين', 'الجرعة', 'الأميركية'}",10,64
الأكثر قراءة يجب تعرفه إجراءات لقاح كورونا الإمارات ,info_news,1,positive,"['الأكثر', 'قراءة', 'يجب', 'تعرفه', 'إجراءات', 'لقاح', 'كورونا', 'الإمارات']","{'كورونا', 'لقاح', 'الأكثر', 'تعرفه', 'إجراءات', 'قراءة', 'يجب', 'الإمارات'}",8,52
وزارة الصحة العراقية تحذر خطورة التهاون مواجهة كورونا وتجري استعدادات لاستقبال لقاح فايزر ,info_news,1,positive,"['وزارة', 'الصحة', 'العراقية', 'تحذر', 'خطورة', 'التهاون', 'مواجهة', 'كورونا', 'وتجري', 'استعدادات', 'لاستقبال', 'لقاح', 'فايزر']","{'كورونا', 'لاستقبال', 'وتجري', 'وزارة', 'خطورة', 'الصحة', 'لقاح', 'تحذر', 'مواجهة', 'فايزر', 'استعدادات', 'التهاون', 'العراقية'}",13,90
عاجل      حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد    ,celebrity,1,positive,"['عاجل', 'حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد']","{'عاجل', 'الله', 'كورونا', 'الأولى', 'لقاح', 'كوفيد', 'حفظه', 'الجرعة', 'يتلقى'}",9,61
رئيس موديرنا للحديث لقاح شركته ضد وعن,plan,-1,negative,"['رئيس', 'موديرنا', 'للحديث', 'لقاح', 'شركته', 'ضد', 'وعن']","{'شركته', 'لقاح', 'رئيس', 'موديرنا', 'للحديث', 'ضد', 'وعن'}",7,37
الحين صارله فتره عنده شركه لقاح ويجربها اطفال افريقيا عنده خبره الحين المجال,info_news,-1,negative,"['الحين', 'صارله', 'فتره', 'عنده', 'شركه', 'لقاح', 'ويجربها', 'اطفال', 'افريقيا', 'عنده', 'خبره', 'الحين', 'المجال']","{'فتره', 'عنده', 'شركه', 'لقاح', 'افريقيا', 'المجال', 'صارله', 'ويجربها', 'اطفال', 'خبره', 'الحين'}",11,76
الأطباء بدء تلقي الطاقم الطبي بمستشفى عزل ملوي المنيا لقاح فيروس كورونا,plan,1,positive,"['الأطباء', 'بدء', 'تلقي', 'الطاقم', 'الطبي', 'بمستشفى', 'عزل', 'ملوي', 'المنيا', 'لقاح', 'فيروس', 'كورونا']","{'بدء', 'كورونا', 'الأطباء', 'عزل', 'لقاح', 'ملوي', 'فيروس', 'الطبي', 'تلقي', 'المنيا', 'بمستشفى', 'الطاقم'}",12,71
فيديو يتم رصد أعراض جانبية للقاح    ,info_news,1,positive,"['فيديو', 'يتم', 'رصد', 'أعراض', 'جانبية', 'للقاح']","{'أعراض', 'فيديو', 'رصد', 'يتم', 'للقاح', 'جانبية'}",6,36
